country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,avg_value
Dominican Republic,DOM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,15.55005067,18.16241488,19.23076923,17.5145955,18.66720845,18.53921239,18.37383738,17.47509309,17.01211191,18.62118467,20.89631029,20.62001771,18.97931155,18.45429199,16.88732087,15.01190599,14.98419452,17.59924644,16.5607455,14.73175781,12.25974028,12.67666684,12.79258646,12.11244913,17.66840587,17.95913603,26.21538143,24.49211523,23.48917099,22.9887776,21.71227463,22.70483567,21.7391349,21.64802908,21.67313716,20.97486043,19.6642972,20.3672058,21.75521083,21.57660311,18.38167881,17.54374752,16.22926797,16.20369278,15.37290127,15.26911725,15.0723772,14.99304492,14.59166491,14.54652718,14.7024479,14.41879788,14.09586544,14.13553432,13.75880291,14.44505942,15.15988999,17.70635118
Chile,CHL,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,21.80539273,22.16656231,23.62413732,23.66262276,24.26504189,23.77588175,22.7739726,23.59336537,25.43562849,25.05648606,25.47120924,24.43474905,23.37573723,27.08737339,29.55125861,20.27668193,23.2627955,21.74438572,22.39440997,21.24062454,21.43177907,22.04064447,19.41029755,20.86921868,22.95815265,21.94615459,17.86772906,17.50823027,18.05861526,18.03498606,18.51202487,19.07638337,18.98709145,19.27130456,19.23869787,19.34987952,15.22709141,14.8805379,14.41755579,14.68310562,15.19252673,15.93677903,15.78367532,15.19375804,14.22163979,12.81919997,11.68367711,10.64216639,9.974006398,10.26115988,9.88717399,9.909053786,9.827732869,9.985032504,9.920465162,10.39886479,9.705924876,9.160845019,9.604213819,8.992566577,8.907549035,8.656629549,17.66826511
Costa Rica,CRI,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,18.16231184,18.71935065,19.14725285,20.13205522,20.77756018,20.39501101,19.69519627,18.99038041,18.73822227,18.30738683,18.59921955,18.94446306,20.33544927,21.85594754,22.49340382,22.08697664,21.32088947,21.33257466,21.27188894,20.35344498,19.37993822,20.56796505,20.70093998,19.71731342,19.07157614,19.00693564,19.14360396,19.45801468,18.94930102,18.67749417,18.31754321,17.42742442,17.39325228,17.10222913,16.88855156,16.86748938,16.48597917,16.1311206,15.13425501,14.15299869,14.57565076,14.29614148,13.87788824,12.84263349,12.28790197,11.60708171,11.60516482,11.73400161,11.92433064,12.04644495,12.72648896,13.88173176,17.60843022
Malta,MLT,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,17.2484473,16.10758183,19.73929961,21.13808816,23.42250357,25.78382863,27.62220361,27.71768178,27.84705358,28.09467493,26.94342672,25.46110353,24.78586027,24.01699252,24.76217061,24.41302605,24.08699587,22.74280153,22.123924,22.35820495,21.88382646,21.34522952,20.06877487,19.56983379,19.84902646,18.72760486,18.12595496,17.42261264,17.92394885,17.44107744,19.30695313,15.8295915,15.5877576,15.54680211,13.52842946,12.9811145,12.44308717,12.43286186,13.51272962,11.2595054,11.2371255,11.23386188,10.94032181,9.435696034,8.523499903,7.448457991,7.189951713,6.928346509,7.070629101,7.111383196,7.544038122,7.167621396,17.55833701
Uruguay,URY,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.35648109,27.27779089,29.39800114,29.71545816,28.94623757,27.26282011,26.8266995,27.96538826,28.31051511,24.78484162,21.10099751,18.87835264,19.6946507,19.26387094,14.88260213,14.17131312,13.42543265,12.5186631,12.67439435,13.08012991,14.87090944,14.90260843,14.85246711,14.54339076,13.73514408,14.94688284,14.81860071,13.52832361,12.73340431,12.17315682,11.26622779,12.14330217,13.24266133,10.96046447,10.08130772,10.84092881,10.44005722,10.29492027,10.6505888,17.34769198
Colombia,COL,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,18.96409205,18.74872075,20.1315914,19.92337954,20.01020335,20.6623584,20.37514594,21.37025747,22.72372101,23.18384287,23.2249178,24.17532455,23.8406545,23.2389248,22.46762958,23.26977513,21.31434108,21.21981438,20.98118061,22.11065544,21.3868309,22.47678093,20.31757824,21.15793513,20.88667218,18.03330754,17.90812716,16.84221079,15.83214607,14.99697584,14.76150465,14.40920351,13.78880337,14.05131564,13.84937572,13.93270065,14.13719665,14.03292802,14.23745617,14.41341036,15.99104031,15.97860609,16.15426622,15.37370371,14.78007233,13.9670257,13.21760258,13.08928488,12.6623563,12.26931864,12.40089376,12.29777884,11.40959357,11.15185297,10.92694054,10.87192694,11.51525879,17.32362302
Sweden,SWE,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86871477,19.84919755,19.81834579,20.22050548,21.14645682,21.22115525,20.948626,20.74942298,20.4535442,19.85283841,18.37945664,16.69308616,15.86866834,16.22611389,17.72945463,19.75903791,19.23376919,19.5458926,19.86167527,19.68461829,20.1587442,19.21743989,18.67144973,18.08070201,17.39032731,17.15572902,17.15140752,17.18175406,15.7901539,13.74834003,14.7205842,14.59704579,13.92046563,13.30496399,13.06286676,13.60516563,13.1918666,13.04552945,13.03144415,12.80441158,12.36082768,12.6777826,17.21379957
Morocco,MAR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,15.70375335,16.5361363,16.06772185,16.10993658,16.65674549,16.20798162,16.29016863,16.80017134,17.34669995,16.01371497,17.09648183,16.60685617,16.56116236,16.98335569,16.82059217,17.96419696,19.14497614,18.9092868,19.97090502,20.15922169,20.11853926,18.95308896,19.64547297,19.18336688,18.76889256,19.28359759,18.350084,18.86594312,19.06004047,18.07620124,18.87500531,18.29098532,19.05917734,18.01430162,18.41172727,18.49550868,16.84118047,16.85034729,17.5170022,17.78035076,16.84064841,16.15717519,15.11868176,15.09305274,15.49894921,15.59090724,15.49330124,15.23161859,15.5131342,15.19320907,14.89418144,14.7472833,14.58235957,14.85881043,14.74945073,15.15898297,15.3309494,17.09550129
Myanmar,MMR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.550839919,8.655569417,9.537087486,10.7637295,12.28394693,13.49026329,14.51148521,15.96219966,17.49618494,19.04152627,19.78635737,19.91624789,19.99868236,19.92377256,20.393144,21.3135185,22.99234664,24.22443595,24.76031656,0,0,16.97903444
Lithuania,LTU,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.73275407,16.16374128,16.00432845,15.69120259,15.13736588,16.78196247,17.24665716,16.30783535,16.68874275,18.24094609,18.26509563,17.58897358,15.9083629,15.71659972,15.11449133,16.92705382,18.37551212,18.70759505,17.62737988,17.37258678,17.21172275,16.89736775,16.97086195,16.57934863,16.08323377,15.5841775,16.1234125,16.7425671
Honduras,HND,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,11.33621332,11.24368332,11.37330754,11.59190639,11.64113786,11.3044333,11.44649514,11.38605584,11.67285096,12.32784339,12.51728907,13.40629275,13.76089749,14.30137065,14.20976317,14.19039146,13.46439219,13.26744574,16.81156191,18.15908366,16.63214213,15.52928748,17.08980146,17.66325738,19.19738777,18.88554416,18.69143849,19.87480095,18.71466421,20.11537468,21.54128493,19.48269649,19.36826562,18.49431611,20.44378368,19.85701606,20.23397012,19.24729514,19.47765667,20.9363328,20.53561885,19.63852766,19.89221672,19.77400576,19.15725276,19.08397071,18.97012914,17.95145037,17.80521758,16.6306404,16.53655701,17.19439402,17.68613956,17.29425925,17.25458749,17.54311202,17.14677251,17.1266629,16.89270829,16.35106617,16.02880559,16.37021016,16.67343607
Poland,POL,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.37518113,18.32288717,17.64565178,17.33429089,16.79865981,16.052736,14.54306069,14.30829806,15.51705007,16.42926574,16.00920719,16.30278157,16.32149004,16.09704948,16.32958583,16.34336516,16.34315778,16.73965843,15.74528595,17.11020892,17.86906767,18.48489509,17.09098373,16.75377356,16.92498816,16.47228525,16.72083441,16.66613702
Zimbabwe,ZWE,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,15.95140227,14.89110782,15.79702105,15.9962771,15.54802555,17.22646294,17.94421789,18.61423339,19.64237669,20.11902129,19.89680554,19.70851978,18.61235523,19.38272367,19.69673195,20.72817068,20.38295729,19.18333625,20.32269943,20.48386509,18.14545767,19.48465592,20.66779771,19.46708291,22.9710448,20.48478539,24.09614198,26.89869922,21.02116159,19.05482699,19.26422236,16.68575983,15.87867672,14.41609473,13.20135565,13.38798171,13.14537155,11.87174048,12.16673996,13.94948538,15.12284892,16.01318835,16.09742314,16.33451644,11.03051318,9.208112867,9.172401145,14.04340217,12.91905672,12.59076468,11.88859921,11.59601991,11.01700859,13.678137,14.22235974,15.69656645,12.44293387,16.65721484
Trinidad and Tobago,TTO,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.149557,14.56023641,15.02881428,14.72269208,17.30234728,16.98257675,17.99969705,16.46239062,15.2528637,19.48048387,16.5941659
World,WLD,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91792527,18.53917659,18.35453025,18.18868288,17.16011656,16.7252834,16.57769845,16.455496,16.26330718,16.22889595,16.19772387,15.96452362,15.36249147,15.88194739,15.9999222,15.97965665,15.82735315,15.94699947,16.39663113,16.20329385,16.26350532,16.39127891,15.98711008,15.94530251,16.62703821,16.57543561
Peru,PER,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,18.08435183,18.1013039,18.27142127,16.76410972,16.24933973,15.34554094,14.08827175,15.45034137,16.08625337,15.89095492,17.7064126,18.48668875,18.1746546,18.61997994,19.88444126,18.16244747,19.78591789,37.20794562,20.23200679,19.65539309,0,0,0,0,0,0,0,0,0,0,0,16.14534194,16.14861515,16.19004894,16.00036519,15.33472473,15.30905712,15.35586327,14.8647485,14.67334672,15.2145262,15.58125647,15.49890758,15.39858175,16.3726501,16.55161137,16.47219323,16.51803449,16.29654201,15.29305413,15.55649929,15.09145987,15.16439658,14.83140652,13.95969764,13.78802017,13.34402811,12.97084692,13.1690241,12.84935117,12.19254432,13.14700199,16.42218671
Paraguay,PRY,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,15.04827495,14.83831555,15.17894348,14.85717097,14.87051548,15.40723617,15.31460812,15.36986575,15.8717716,15.59698338,15.48519593,15.38831445,17.59012481,15.15835517,15.51602521,16.89187139,16.67317745,15.30078,15.64396325,16.03594807,15.9340063,16.10433153,15.56232547,15.63024239,15.33703415,14.47218833,15.48655759,14.12611606,14.48414796,14.07818973,14.07687971,13.98741901,14.15408361,14.54910512,14.39973729,13.72853437,14.35018926,15.56596946,15.6778275,16.20681813,16.39349357,17.51456421,17.93486378,17.95905239,18.32162715,18.19339504,20.33529114,19.79301114,18.55160391,18.39381231,18.52161871,18.31659135,18.76751008,19.41648705,19.0612408,19.45276982,18.99274831,18.79516824,18.70442753,19.65842557,16.38378077
Sri Lanka,LKA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,16.36119803,15.92727127,16.57101722,16.37767407,16.20685102,17.52845002,16.0129555,15.08243997,16.1224109,17.29799145,16.07874634,17.07473381,17.00006559,16.963703,18.26595473,19.40775896,18.60742211,22.03697119,18.97105379,18.1037286,16.60679048,15.15557944,13.70543582,13.12324701,13.58734497,13.45588908,13.85660274,14.47212558,14.09934179,13.87147683,13.40277966,13.37898951,13.95447312,13.78819541,13.89815655,14.09133623,14.67515831,14.81300097,14.83389752,14.74760006,15.05451498,14.11977662,19.11422132,18.59193138,18.72074443,19.51298566,19.22587692,18.49792438,17.95409417,18.10773411,18.45668422,18.61568688,19.73794236,18.06463065,17.15642919,16.17695988,16.01865925,14.89129605,15.03277861,16.16080172,16.08659692,17.89156325,16.33396212
Italy,ITA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.02445854,19.0964914,18.57668821,18.39870481,18.67633521,18.99765159,18.64706862,18.45550902,18.35672654,17.83117808,17.57324471,17.14256511,16.80621398,16.1305153,15.89619774,15.54880231,15.60536871,15.95543409,15.47025663,13.7137734,14.22932609,14.21404552,13.8496257,13.88001981,13.97623924,14.39537139,14.79103387,14.91387042,15.00977875,14.88415792,14.57806698,14.90227212,16.26646849
Mauritius,MUS,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41411565,12.84454245,12.79961649,12.72251309,12.95849143,13.48809874,13.30490405,13.14737914,15.20194986,17.23432423,19.44162437,20.54330774,20.38489698,19.97956362,20.64655172,20.39564227,20.52175762,20.03774463,19.73206496,20.34055054,20.79979546,20.78140497,21.03377438,20.14879445,19.74584303,20.04117505,19.0645919,18.02966433,17.53656247,16.89236823,15.82447167,15.46680982,15.31060249,14.90903358,14.16431515,13.86614728,13.64774529,13.72164563,13.52413257,13.00862839,12.38304812,11.83942004,11.32493546,10.52004655,10.82310141,11.6531092,16.20001753
Venezuela,VEN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,16.78994574,16.77829873,17.00470927,17.65422376,17.5711359,17.78903253,19.64306716,17.27209606,18.2868753,17.34274851,17.18064592,18.23392077,17.67054418,16.50602367,17.46130711,17.88341848,16.22950351,16.84153109,19.00354068,17.03129285,17.13837324,15.62628405,14.24138789,14.72539845,14.15467763,13.87340589,13.55817268,13.78534624,12.42688538,21.1279143,19.0279313,17.69549041,18.52902992,16.98932795,16.43859487,17.11812259,16.45775144,15.07806447,13.90856953,13.33672421,12.83958618,13.62486832,11.89951988,11.64524006,11.7676049,11.5143021,12.07335643,0,0,0,0,0,0,0,15.97395301
Guatemala,GTM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,14.07910576,14.73529877,15.34896457,15.73616268,16.11533847,15.78624475,16.01859633,15.74128873,15.93989117,15.6692809,15.14430182,15.57490594,15.99236325,16.21385477,16.34888256,16.64789369,16.0260918,15.747432,15.85357609,15.85646657,15.83787436,15.9138836,15.68124986,15.42571717,15.1812867,15.05099129,14.86375504,14.64260021,14.49709125,14.34611478,14.11392408,13.9689152,13.74617549,13.56736083,13.39703099,13.17089605,19.98979847,18.80800868,18.76240638,19.1936872,19.00164413,19.03480182,18.59078092,18.76713397,18.95369257,18.93836957,18.95689978,19.42672595,14.41642265,14.07664879,14.3263287,14.19060081,14.1404419,13.95427637,13.82283996,14.11764752,13.99917408,15.84998487
France,FRA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,22.51996413,22.70605613,21.92035989,21.82963915,21.82884602,21.59849258,21.4473716,21.00843151,20.57881105,20.12530481,20.09976292,20.34923533,19.69300964,20.0930388,20.30167123,19.69127847,19.60551993,19.54909764,19.33709106,18.86190703,18.49480931,18.0479818,17.46858729,17.48714858,17.26348245,17.31660351,16.93416123,16.50722035,16.37511281,16.17546918,16.20726575,15.91757847,15.59298416,15.06454231,14.69487663,14.88295316,14.4765569,14.6741472,14.66680869,14.44340788,14.47755794,14.03042517,13.58509008,13.09391378,12.68471772,12.24929993,11.7271803,11.62968228,11.10455837,10.58989208,10.32712554,10.395998,10.36157533,10.35434248,10.280426,10.43366363,10.28302305,10.13628516,9.971751436,10.00781495,9.26738251,8.879429958,15.83399552
Kyrgyzstan,KGZ,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4088785,27.49405405,32.14042898,25.10878294,20.48139643,8.57349908,7.901518421,13.67216651,14.13978626,12.96841868,18.10253421,17.64060988,13.04845104,13.27441178,15.32531184,12.85243094,10.99208173,9.919047314,13.21902699,14.22825136,16.86028862,18.26824869,12.07174383,15.76808892,13.6761968,14.0507757,15.43426087,14.99082804,14.26446331,14.7110326,14.45607601,13.45541597,15.79682832
India,IND,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,14.75011809,15.35383648,15.86329813,15.75238835,14.85073996,15.01090777,14.50399297,13.23186125,13.52278801,14.14647158,14.45654509,14.98228674,15.10254938,15.01528531,16.34591338,15.83848666,16.26588883,16.08086893,17.09644052,17.85203449,16.7523758,16.77044375,16.36999594,16.66445469,16.7078036,16.41801286,16.22158381,16.20954935,16.10153485,16.9028459,16.59759644,15.67626016,15.80079982,15.91571211,16.76413813,17.8658506,17.5963408,16.51857853,15.71931602,15.18053671,15.92702302,15.30702128,15.55870173,15.58738665,15.82724574,15.97301704,17.30365333,16.86456778,17.09867415,17.14357767,17.02993425,16.13933744,15.816923,15.25302269,15.06557011,15.58385459,15.16223713,15.01823875,14.88153067,13.47361811,13.68338529,13.97576886,15.78146324
Egypt,EGY,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79461492,16.72634078,14.81072696,13.64206629,13.50078917,13.08028919,12.35712563,12.73938232,12.18382615,12.27819549,12.8164557,14.11796247,14.40136054,15.79999981,16.8879875,17.20129831,16.97494739,16.01777751,15.62185478,15.73453608,16.01714286,16.33823529,16.53705318,16.31553215,16.97912317,17.95351105,17.99797118,17.69807639,17.91546582,17.30383234,17.23696682,16.70954503,15.97756192,15.36992481,15.52236739,15.78615429,16.10227084,15.76719422,16.16546844,16.60837992,16.77444601,16.6974467,16.84132649,16.4435072,16.19348964,15.91269958,16.37759137,15.49889076,15.7651815
Qatar,QAT,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.94482443,36.75988831,36.76301756,32.43487527,25.61668216,19.79805406,15.16647332,12.36804782,10.16648515,13.62826721,12.52776196,9.462717692,10.52400579,10.20499042,10.14215249,8.91552531,8.47608042,8.047170298,8.237423873,7.793395084,7.911260411,8.764580678,15.7115309
Bahrain,BHR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22485105,15.51499348,12.40881237,11.90544005,12.44807627,10.10851358,13.86246406,16.02618128,18.15446448,17.22825084,16.72309482,15.84853373,13.92587886,15.35146013,16.08643278,19.05269706,0,0,0,0,0,0,0,0,0,0,13.24673495,14.4669591,15.09656264,13.98170618,14.48223504,15.04759704,14.85814419,14.81727591,14.92809337,17.38495114,18.10286007,18.50542879,17.61996753,17.62160932,18.12847496,20.11598826,15.60233542
Democratic Republic of the Congo,COD,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.838558515,6.250000078,5.943002492,5.014597361,9.908318104,19.80768858,21.21679056,18.29840586,17.64150584,16.40353329,15.47259661,17.00603069,14.91703195,18.87568198,16.22164855,15.3588925,15.36134868,15.38523319,15.55441347,17.1286573,18.26439236,19.48703808,18.21351466,19.47791945,18.99122966,17.72089052,15.49072771
Cambodia,KHM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.617224497,8.853806046,9.145566842,10.09532944,11.63946738,12.66115574,13.19695981,16.01085177,16.76945233,17.608154,18.20426909,18.7827927,17.8046665,18.56459349,17.33274648,15.34740177,14.41717785,14.69387986,15.17259358,15.08786436,15.49057902,15.39756683,16.01377197,15.99518559,16.18857357,16.3494136,16.27677627,16.20365903,17.86494001,15.02711791
Suriname,SUR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35875403,17.92284866,15.81449727,15.31611149,15.30990415,15.66037736,15.24184477,12.34972678,11.03565365,11.40046296,11.8556701,12.5701459,10.66326531,11.84323859,11.83192038,9.552008239,8.145503236,7.678365464,8.039511593,9.548166042,12.19662199,9.342956234,9.448172945,7.859296935,7.901496963,14.21889527,12.76660789,13.51651815,12.85441388,15.13243717,16.69728516,23.20288648,23.48343878,25.31449783,20.26696748,20.98724256,20.8137282,21.29122551,18.78570167,16.35249219,11.49323763,13.40076984,23.61184828,21.32341446,17.42597135,23.10871567,22.61111906,14.96906246
Haiti,HTI,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61747391,14.4511465,13.71582854,11.45142999,11.38770294,13.18910284,13.47242717,19.19386527,14.15761357,10.77774692,9.621118466,10.06259422,13.02901081,13.82010643,13.69268096,14.43225349,15.83805028,15.92496573,16.45284743,15.59733777,17.02154395,16.86288965,14.4766049,14.65405803,16.12659307,15.76674163,16.62959183,16.98738189,16.46230325,16.44759771,16.63874644,17.01050143,17.63777736,19.30310353,14.87972759
Netherlands,NLD,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,23.42207864,22.6986811,21.92483501,21.61570502,21.03848544,23.55883363,19.16090899,18.69248897,17.56365043,17.05407922,17.06957241,16.32961071,15.84568086,15.66698056,15.43292637,16.54187405,16.09657652,16.55004742,16.82196722,16.99535181,16.98649783,16.70054599,16.00440938,15.60259628,15.3659291,15.20116993,15.34773492,14.68581792,14.23020436,14.16680404,13.63351364,13.35311179,13.12315696,12.54227886,12.17702463,12.26652509,12.30188624,11.92891577,12.00478059,11.45831724,10.50345527,10.4692367,10.80311028,10.73516845,10.28808578,10.36065281,10.80175882,10.85104971,11.05242052,11.05716246,10.77442485,10.82645977,10.82762309,14.87758799
Belgium,BEL,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3362939,18.16805585,18.39943062,18.15923392,17.30709231,17.53597445,17.04054213,16.79458705,16.20023741,16.08993608,15.87094598,15.01853751,15.06031828,13.99274072,12.91804147,13.33859852,12.92905935,12.62420868,12.56263999,12.56468619,12.69333388,12.35694408,12.42911753,12.17367734,12.34626916,12.29192415,12.31996235,14.72305144
American Samoa,ASM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2890625,20.61068702,15.52062868,13.6,13.59026369,14.86486486,20,24.14814815,7.155322862,3.684210526,13.90625,14.57680251,11.97511664,13.96731055,13.71087928,10.94771242,13.92801252,12.36476043,15.22346369,0,14.47702612
Estonia,EST,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.98041471,16.3168178,16.53460899,14.8435691,14.48756513,15.46717285,16.05029233,15.6718116,15.74685405,14.92020575,14.66701401,14.46820051,13.87000594,13.74494646,12.29007004,13.74897794,14.60893807,14.00864848,13.73494087,14.18209272,13.90593117,13.8864976,13.61097398,13.47182743,13.09802636,12.83400805,12.7186232,14.43959389
Denmark,DNK,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,18.12863913,17.67901325,17.56098154,17.22553207,16.87950079,16.64438469,16.18366539,16.35473823,16.61643088,16.64800601,15.99082458,15.96106522,15.3474262,15.24426147,16.00966572,15.52517532,15.25144422,15.53485478,15.99433316,15.90840882,15.63582011,15.06963699,14.75142894,14.78649458,14.86523508,14.64727609,14.77702506,14.31942623,14.44914708,14.71712153,14.17684246,14.62612149,14.52702323,14.2552354,14.14484978,14.03654837,13.93329255,13.23748034,12.7491453,12.03514944,12.06611493,11.95154943,11.72278863,11.10507217,10.93388403,11.0433164,11.43404439,11.77968841,11.86020064,12.40344481,12.93418569,13.00935793,13.08842059,13.40673475,13.19164335,11.95612009,14.39848603
Nigeria,NGA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.26370868,20.33225097,21.09825252,17.73635842,21.05450311,21.009999,18.78351295,21.0196417,18.35403221,17.78259534,19.49458715,17.65449303,18.37625,20.92708023,19.99371557,19.10108021,19.19853144,17.45056588,16.25736913,13.93340041,13.9253596,11.81181308,12.06060684,10.86156992,10.06108332,8.852872608,8.401379657,8.168912972,7.838411937,6.552816976,7.171084296,7.724546672,8.928929322,9.635811603,9.428437322,8.679697782,8.741993492,9.648947481,11.5223587,12.66726516,14.61070297,14.31991536
Croatia,HRV,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3585038,16.46321244,16.8150408,15.98582285,15.96636995,16.68033745,16.35891225,15.22069088,14.83770181,15.00682544,14.2827396,13.78494834,13.87036876,13.48121029,13.22982005,12.93247337,13.56045509,13.50919941,12.60782537,12.73154447,12.75412892,12.87100886,12.73779676,12.29857122,11.89953084,12.06426249,11.40182886,14.13744927
Uzbekistan,UZB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18113597,10.245089,10.53536906,11.61452326,12.6883575,12.80946893,13.65402063,13.81578597,16.23901691,17.89785663,19.63667027,19.97502331,14.10769312
