country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,avg_value
Benin,BEN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,11.42150873,11.08388915,11.18279971,12.73991686,12.23497502,9.194901563,9.029592809,10.76107435,8.865208223,7.970468813,6.639706,9.097455938,8.672738383,7.925103429,7.888249519,7.180894529,7.17178972,8.130548032,7.835668413,7.376006869,7.160406202,7.941468232,7.426247821,8.05454443,8.077371806,8.275149107,8.468579033,7.987113987,13.16999002,13.98385772,15.63826572,15.64299615,15.74663839,14.80842935,15.67081858,15.43835004,13.7419113,12.24997876,12.21912052,11.73988533,11.73357014,10.71215569,10.9217699,10.38662818,10.03567008,9.93126564,9.62006825,9.162461995,9.86572844,9.687183591,9.781200195,10.34669256
Cyprus,CYP,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.31905766,17.25066696,17.77357132,18.2823311,17.59288274,17.54570283,17.60273646,17.02605426,16.53030612,16.09092043,15.64566198,15.02279823,15.37467696,15.46169596,14.69715022,14.15659113,14.19972266,13.43581737,12.77368959,12.14835445,9.537174316,9.408272374,9.301222425,8.933761953,8.630085143,8.14938696,7.745847797,7.733646026,7.340458229,7.209166682,6.802585239,6.131199352,5.742788814,5.475393033,5.378267658,5.052985883,4.600551665,4.189968778,3.884792454,4.077487821,4.260123061,4.570518617,4.890401656,5.329803629,5.454334972,5.67208423,5.6978993,10.30065099
Kenya,KEN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,8.708580112,9.186091769,8.621472313,8.692306019,9.579482506,10.52188988,10.00240322,10.29077806,10.3575271,10.91293079,10.85460832,11.28570079,10.35477013,10.77763862,11.25860281,10.61251776,9.918822234,9.674713694,10.69992145,10.72869067,10.94973063,10.58275284,10.60018961,10.2587942,10.33049239,10.28453075,10.35635901,9.949540928,10.15566234,10.03919507,10.0532694,10.41254657,9.307076684,8.510982885,9.02395926,8.363447203,11.85948215,11.56828458,10.92996048,10.14458011,10.31558075,9.779939837,9.823609462,9.709025236,10.00079257,10.53608575,12.68935539,12.79043986,12.09577062,11.49295314,11.16037502,12.04776729,11.08334027,10.90901663,10.06503343,9.975179818,9.321491101,8.739141731,8.408385292,7.904615937,7.611649982,7.244218148,10.16812988
Belize,BLZ,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.54438738,13.80105402,18.20489358,15.6210143,12.5998988,14.03774337,15.0753443,12.74025377,11.69362881,13.99766438,13.59884541,12.69311889,11.51906024,10.50611853,10.32888248,9.857563249,10.01116656,10.05777031,10.26901938,9.827903226,9.592839168,9.237897436,9.645555556,9.084393809,8.652895377,8.13240755,8.050244692,7.897403353,7.785173941,7.595489387,7.389291498,7.735278191,7.273034225,6.949719703,7.460769837,7.367735896,7.05722638,7.311060846,7.170907682,7.012580927,6.568319654,6.585836954,7.287302885,6.781258278,9.96840805
Guinea Bissau,GNB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,21.24550089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41178095,7.904215008,5.998347756,7.377797626,7.864307205,3.613896244,2.421557601,3.391662169,6.795722052,7.427707958,6.975396395,11.00449775,9.142857143,10.05849784,0,0,0,0,0,12.83100066,12.5719382,11.41816438,12.6121845,12.01169048,11.34204487,11.0965332,12.21176126,12.68043325,12.38172963,10.70263964,11.32828211,10.49912161,9.109699394,0,0,0,9.94589544
Yemen,YEM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04436531,17.98480685,16.79895406,16.2549462,15.14647236,12.33859204,8.817973565,7.675344205,8.364864706,6.259574664,5.72156076,6.047846035,6.392672957,6.469505025,7.367793726,7.134342298,7.758664499,8.230401252,7.766715319,9.424683049,8.005804633,8.664484193,0,0,0,0,0,0,0,0,0,0,9.894107623
Mongolia,MNG,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.70182249,20.36867779,16.96665499,18.59166873,16.28418974,16.77656851,17.28145411,7.67671831,8.457244901,7.079083013,7.026705143,6.702337967,8.249867761,6.393522004,6.645525036,5.53018127,5.759044408,5.434696037,6.244148786,6.562044373,6.448551726,6.814013595,7.069942595,7.482232191,8.721663906,8.777293093,7.015505837,6.6675056,6.898238215,7.053217103,7.069555547,7.756164685,7.109182102,9.745915805
Rwanda,RWA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,2.056451889,2.057636019,2.459889419,4.366433341,4.056171966,3.592542421,3.733693724,4.096916884,4.098360824,4.358437708,12.27970227,12.28382291,14.23984513,15.59530969,12.78985156,15.26067234,15.73711665,13.48294864,15.35491534,13.9550375,13.72151446,15.92765136,10.75593088,10.35499365,10.4405945,18.30498422,16.13991282,12.10604757,11.47988329,17.24969858,10.22020298,11.54486443,12.0365394,11.23450811,10.23863666,9.626449621,9.061204707,9.758643616,8.887927711,8.841556101,8.707693098,8.987323517,8.130019918,7.930206749,7.973757857,8.249009077,8.360669746,8.275532632,6.820514312,6.811806937,6.828342785,6.69998876,7.677866309,7.62773451,8.366595204,8.741614809,9.183092147,9.634373145
Seychelles,SYC,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651882548,5.454176805,6.119704102,6.042933366,7.378702622,8.525863832,8.522492778,9.628361366,9.390506507,9.660552743,9.268995599,9.792982651,10.49730594,9.430563626,10.09608052,10.82268572,11.89897353,10.56768203,11.3320322,12.66063386,12.92296616,14.37659033,15.05950708,15.12483851,19.20985968,17.96482757,18.26077857,16.35137617,7.657810232,8.743287108,8.963133446,9.573687554,9.293862469,7.824152432,8.032039299,7.307596999,8.42693569,7.215353736,7.268409894,6.301551518,6.174270096,5.789819269,5.813846215,4.220068787,5.178358905,5.201103998,9.586937914
Australia,AUS,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.78845983,12.5663312,12.57793139,12.87246615,13.20472075,13.11545505,12.73519269,12.29528518,12.46257765,11.94374529,11.56231122,10.98492565,10.54899647,10.85955545,10.87920613,10.33088052,9.887236411,9.285443873,9.197703776,8.448132464,7.989773139,7.365819164,7.048572967,6.608013808,6.368334233,6.299432331,6.086074648,5.800282916,5.778138372,5.605068907,5.626856872,5.548834153,9.552242458
Ghana,GHA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,9.754433834,10.21080369,11.90159574,12.58823529,12.3938031,11.42098274,11,10.87033748,11.68237646,10.77253219,13.95040697,13.14741036,10.7856311,8.639092728,8.670540713,7.808270326,5.973067496,3.605510636,3.858442278,6.396339458,11.53249691,11.14993752,9.882037534,9.563392555,10.00660451,9.762852908,9.271897473,9.331061856,9.382505617,9.106628242,9.326986338,8.634146772,9.051681381,8.987627197,9.024383133,9.016849277,9.002986549,9.027260448,8.975523635,8.741998633,8.655388399,9.748400644,8.596404815,7.544118186,6.772090634,6.388658627,6.423765859,5.660586499,11.58854746,11.01994867,11.09829962,10.82042471,10.15222299,10.12013347,10.16121861,10.95305585,10.7001507,9.484422576
Burundi,BDI,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,6.728157031,7.334216248,8.174426035,9.326999273,9.493738392,8.577883551,8.180092875,7.882187255,8.252686165,9.304405983,6.880909062,7.312341339,8.245750631,8.351348129,7.832632372,7.327420366,7.866342082,10.58996881,9.78876576,11.68193366,11.81980421,12.70795383,8.599290936,8.424747763,9.351748292,8.25845974,6.271379704,9.744337923,10.30614795,11.30813911,10.90123278,10.92481796,11.0867341,11.04303804,11.45083317,11.8850166,10.3672036,11.10936178,9.622533997,9.490401363,9.245838979,9.318993014,8.830567739,9.54581996,10.12420983,8.676553788,9.36171645,0,0,0,0,0,9.338491226
Madagascar,MDG,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.162943125,9.691233476,9.158878323,8.959029023,8.724370459,8.665203691,8.629868852,9.038935254,8.507711195,10.19531068,9.18815732,9.369595422,10.09005135,9.724984406,0,9.221876613
Gabon,GAB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,7.207207207,6.622517653,9.131738024,7.956104813,7.134231634,6.815642052,7.136061846,7.741934562,6.641837368,3.658864676,4.260380623,3.865943541,4.723270067,5.971810089,5.010859448,4.556514046,4.03049071,4.289680377,4.480382264,5.372060147,7.249583472,9.322982947,8.47815066,7.602661755,6.402096593,5.584351475,6.172414268,6.19485766,6.291970421,4.731037062,4.524886878,4.061384235,4.39677077,5.610586011,4.726576106,3.724848955,2.541160328,2.674539273,2.667338588,2.781723242,12.92979084,11.46783873,12.7816305,14.22278354,19.02437307,17.08046111,19.15280075,16.50140564,17.16241396,17.39340587,16.68703304,17.45600677,17.62241867,18.94155761,18.80256883,18.42941535,23.58839112,8.975293811
Jamaica,JAM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41418488,13.47982018,12.23285514,12.12280203,11.09923033,10.37138978,9.964782035,9.345912697,8.937324288,8.421757287,8.283961727,8.217473071,7.751515117,7.614976235,7.68942405,8.039148062,8.209481309,7.750648215,7.886422364,8.085526045,8.168795947,8.128716185,7.957150699,7.674664504,7.707022335,7.673297485,7.738459359,7.952705946,8.197332482,8.96954413
Saudi Arabia,SAU,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,7.74741323,7.708312921,8.251446201,6.807314549,5.971529245,5.266548101,4.878951262,5.045479055,4.630455541,4.29493817,4.560641936,5.071886891,4.09449447,4.836583417,4.919054956,6.310316034,7.751983906,7.979576706,7.785053544,9.113051344,9.131179304,8.778680195,8.543194879,8.508851488,8.972454859,9.051635925,9.352094361,9.567327049,9.755332594,10.03165965,10.5547226,10.35554135,9.609096678,10.02230332,10.26345381,10.65968788,10.33239702,9.544120208,9.597696032,9.940759736,8.983000335,10.8506557,11.0144036,10.01146861,9.789448049,9.931378595,10.79530665,12.68447764,12.90713775,12.89216726,12.13943949,12.06102266,12.11524846,13.05517468,8.793102776
Lebanon,LBN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71716533,12.50239282,12.5429745,12.52371134,12.42877357,11.85600427,11.41429669,11.32408765,10.83056248,10.73162675,7.234334702,7.51373215,7.195471934,7.235117057,8.303247575,7.916028888,7.721533803,7.579314185,7.38803282,7.524413956,7.532566666,8.048539305,8.356410171,8.287891557,7.445050277,7.004268207,2.943719488,1.426829956,8.768860646
Greece,GRC,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98397321,10.08110969,9.081216612,8.989042328,9.536658425,9.492626959,9.939171782,9.83591206,9.154802761,8.74617037,8.586484883,8.458220589,8.463891123,8.503766617,7.639498839,7.85352646,7.971098837,7.792970292,7.614160273,7.633521312,8.294392078,8.099833659,8.108033827,8.172541173,7.812149358,8.719788974,8.648155813,8.674545122
Togo,TGO,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,7.744099076,6.451604849,5.555549606,9.686595704,9.336598371,9.586061121,9.98116394,10.35087832,11.51919925,10.91955933,9.97151752,8.871990699,7.91961807,8.719648949,6.078576041,7.029479212,6.959459756,6.282722428,5.913978795,7.116499981,7.83007123,7.074569835,7.370366751,6.75119995,6.373486307,6.744528296,7.267283529,8.28449921,7.670070059,8.93989922,9.928405567,11.11647816,11.59173506,9.099857895,9.120795907,9.893855248,9.233664778,8.416149879,6.941051194,6.409727958,7.46296374,7.957815054,7.886258207,7.205470053,7.040317483,7.923105905,8.681059561,7.835589007,8.101200397,7.430367024,7.23288887,7.853066956,6.892033762,6.054568641,7.422353828,6.807005648,14.02324712,13.95300053,13.81588792,13.80042945,14.38103974,13.71337971,8.637508801
Uganda,UGA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,8.148184859,8.156186641,7.264951279,8.23245093,7.025055164,7.913896803,7.624810893,7.569836445,8.083670715,8.218521625,8.691786151,7.902795614,7.427230047,6.531753866,7.689172667,6.201732906,5.97801659,5.773237179,4.392268171,3.667558818,4.260772451,1.869438421,6.245694604,5.28195209,6.113814849,5.330950408,6.049284843,5.670634038,5.533934281,5.690638109,5.341025639,5.438035758,5.820887289,5.598405977,6.030379954,6.229189396,7.147086558,7.787954277,8.28110036,8.893207736,7.098978105,7.061988776,7.354144342,7.055683803,6.364934006,7.009315598,7.090616066,7.1258231,7.30696526,16.46053595,16.74254697,17.07324688,16.65388692,15.549582,15.45540248,16.77956087,16.2297476,15.52299609,15.77935562,15.46630748,15.79525672,16.43374919,8.621260133
Tanzania,TZA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.483519182,8.167375973,7.634913474,6.982120338,6.848808565,6.638801523,6.750269797,6.277762812,10.98305991,10.22506849,9.858122607,9.465636593,9.366992546,9.375857236,9.190216557,9.026503074,8.821439254,8.817414345,8.744588961,8.666675269,8.665829302,9.54869846,9.438233264,9.110895166,9.120109,7.855564961,7.813717838,7.659011283,8.073823171,8.486498749,8.503646841,8.295659686,8.52802607
Solomon Islands,SLB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.073365231,6.166319335,5.863559933,6.423248882,7.458085858,7.597672485,8.300456171,8.79884026,9.28839412,9.26871236,8.643329535,9.874826147,7.878899118,7.856335048,10.33572562,10.17194542,10.35136769,9.681382262,0,8.335136971
Cape Verde,CPV,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.383380404,8.438503591,7.280439109,8.700306686,12.60799887,12.57788121,13.50404741,9.568054391,13.24288804,12.72924896,13.05601613,11.73484732,12.18075841,10.09617724,9.262925466,7.196860722,7.544178037,7.004680356,6.408194727,6.453460617,5.80760974,4.542393707,4.845373226,4.922686276,5.432596261,5.444634677,5.684387355,5.800265665,6.386060314,6.546492931,5.932221678,6.13294921,6.74478326,6.637511131,7.347107713,8.607649304,8.160710282
Mauritania,MRT,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4648049,10.70997112,9.898042179,10.75496614,9.555639035,8.419389627,6.408258629,7.165885775,8.17674469,7.259005432,6.916697475,7.088624088,7.595467853,10.36381111,10.63763541,9.874600799,10.1414071,11.7437803,10.71897544,10.75722525,9.640268506,8.481466917,7.314297587,5.526539368,8.435133709,6.70568705,5.742828681,6.521132118,6.406984148,7.414344454,7.43829556,6.111152998,6.413537819,6.337515789,5.89701016,6.005202922,5.284949486,8.116953503
United Arab Emirates,ARE,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910603125,1.12309252,2.744072022,3.4321661,3.057567543,3.728083743,6.412373069,7.92687202,8.769752627,9.14469269,8.927517175,8.275618545,8.774491087,8.840712483,8.166576883,7.493888516,7.423063916,7.583671501,7.843780607,6.587692746,6.772462657,6.637292654,7.895500625,8.631087315,8.557489537,9.072000292,13.31375919,13.06347632,12.26246108,11.51238292,10.60803974,9.656954628,9.025577573,8.600265388,9.195377117,7.94958193,7.703126261,8.085036377,7.925744268,8.115294537,9.175893352,9.327460911,9.381380823,8.925789795,8.867353108,10.29178004,10.36827622,8.044407097
Azerbaijan,AZE,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.63301501,16.65419162,21.87713948,17.90286624,12.66474513,11.53341457,10.42962746,8.393756135,8.324129512,6.042224047,5.292384646,6.187448265,7.430927835,8.636395438,8.283510351,6.48752246,5.772903308,4.98404471,4.705609759,5.525890763,4.737784057,3.988326101,4.241218624,4.215736826,4.707010697,4.990621552,4.892660678,4.699464584,4.619812216,5.003650963,6.101565073,6.824528284,7.93075395
Eritrea,ERI,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.380985046,7.831276057,6.964460186,8.123158435,8.6195164,9.59402427,8.587062851,9.171192024,9.30749871,8.931812254,9.113936833,9.099783356,8.580164513,6.828078795,5.984778258,5.463345188,6.523910093,5.492755114,0,0,0,0,0,0,0,0,0,0,0,0,7.866541021
Bhutan,BTN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.990870439,5.904354494,5.821207212,6.652461071,6.668060966,6.153172293,5.340542705,5.913717286,5.530881571,7.759389445,8.029016208,8.855504462,9.165066141,9.215876142,9.508231658,10.75580427,11.70705453,10.22047903,9.553335402,9.055413569,8.486603296,8.63583591,7.648116802,7.407509859,7.423242582,7.315120825,7.814652862,8.349012805,8.599367864,8.39944371,8.93454271,8.494058715,9.059040223,8.530724001,8.338431275,8.202847606,7.641068164,7.507318433,7.431500077,7.10560426,5.921248898,5.858293511,7.80723865
Guyana,GUY,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,9.32145305,9.88700565,10.65230401,13.17623631,11.08116202,11.77931034,10.93106996,10.93345874,10.66376496,10.52948255,10.64227035,10.86686758,10.66243951,9.972084367,12.60081701,13.60842105,11.87395476,10.92735841,10.84641477,11.00972777,10.74270557,12.58609972,12.37897649,10.76294278,11.0042086,11.64102564,12.48847984,12.02877663,11.11648166,11.72313814,4.551548211,3.731458194,3.765994779,3.343819769,3.069395473,3.224161824,3.107866516,3.090609074,2.954574891,2.97659002,2.64129456,2.6978242,2.855226715,2.68908263,2.631385238,3.071454999,6.789659208,6.72345246,6.910875949,6.56111716,5.744109266,6.018401104,6.015709492,6.345950316,6.046221801,5.939100711,4.966743259,4.789300947,4.668406954,5.049182881,4.244023924,3.133827547,7.722367876
Chad,TCD,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,6.057908423,6.58449686,5.875977482,6.190556986,6.632382757,6.055459469,8.992159675,10.63448137,11.56111614,10.59768969,10.3961214,10.46630774,10.63360489,12.06612605,12.17404033,12.17177663,11.13538847,10.88122098,10.37590789,0,0,0,0,11.02968595,12.87580206,10.15665201,11.55543568,10.95484474,10.25596904,12.75063024,13.72107812,10.32066898,10.27738985,10.7793897,9.067988235,10.98750911,10.12948238,11.54361395,10.77824247,9.780753893,8.588088903,9.211454147,9.062188908,7.671362554,5.020708816,0.232607691,0.695835858,0.675446632,0.767680705,0.996386264,0.972748014,1.726396538,2.058839922,2.720242879,2.687991149,2.778290083,2.955106324,2.925709554,2.873903769,2.854010194,3.191500401,0,7.668672964
Kuwait,KWT,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95157692,11.67767868,13.23058208,11.71567697,11.07560771,6.915118882,6.343925234,7.828300259,7.89993832,8.311497029,7.260142753,5.478884949,5.534274998,4.425564995,5.12162171,5.978076858,5.611577789,5.964414652,5.879887674,5.54241232,6.977573949,7.202086176,7.50147665,7.451579809,7.173064815,6.607085546,0,7.525370297
Barbados,BRB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.849873406,9.707502985,10.3285955,10.10777732,10.10902618,9.012770138,8.464970995,8.782571551,9.601769912,9.748984865,8.17989418,7.365884998,6.522753792,6.58804169,5.781908302,10.41265135,9.790846457,8.811957077,8.371084337,7.878437717,7.988338192,7.894404712,7.966169154,7.896223085,7.63011622,7.743095277,7.793419545,7.535812007,8.090045178,7.770358543,7.015316141,7.712004607,6.889163174,7.172526065,7.02136279,5.827906813,6.144664401,5.660402733,5.863490292,5.576677954,5.441625476,5.301261734,5.119852423,4.88789793,4.678593229,4.887837664,5.056980057,7.510273365
Guinea,GIN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.486290266,4.447144034,4.729707617,3.913897769,4.49929322,4.604383136,4.511097829,3.833274017,3.693002698,3.465605838,3.669063583,3.84458316,3.77539532,3.776294378,3.786314961,5.927977839,5.665542537,6.083992067,11.38061497,11.43786019,12.67171938,12.56367069,10.63328705,10.47127248,10.5298639,10.80078156,11.08249807,12.11873629,10.92667808,10.02158683,12.07324995,10.40035898,9.722191412,9.722191412,7.507924162
Curacao,CUW,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.687075882,8.027811261,7.490238778,6.952001325,7.310134482,6.025589312,7.721131958,7.48319649,6.663114693,7.602313197,6.142326731,7.917642801,7.970224792,8.486630525,8.565616581,9.110437896,9.691646283,9.218488955,8.860981308,7.350041463,4.110982955,3.891624171,7.46723872
Luxembourg,LUX,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.84154327,10.94107471,10.93701096,11.03823845,9.803726041,9.642505858,9.131290351,8.718275178,8.840174739,8.294962214,7.832112864,7.081889724,7.965973453,6.684197644,4.652433886,4.966250392,4.869537955,4.556609541,4.554388987,4.728116421,5.479631971,5.79495634,4.775908673,4.961592227,4.992715827,5.027022821,4.849799629,7.146738523
St. Kitts and Nevis,KNA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43782254,9.919832172,8.050607415,8.515472841,8.186813187,8.034099716,7.482094134,8.496412876,7.320165488,9.304236928,8.866439386,9.490209535,8.809157368,7.882713945,7.619319518,7.759609649,7.036537759,6.449750919,6.677614867,6.356124882,6.434311048,6.220979725,6.566913769,6.999929667,6.666397219,5.732847312,6.698070034,6.507967822,6.398862906,5.891075452,5.971296082,5.729684433,7.20580268,8.265245414,7.740150998,7.455984677,7.135977865,6.859343247,6.550671244,5.721434161,5.381357266,5.410880227,5.476786675,5.074909347,4.787739806,7.146214538
Niger,NER,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,3.10296077,2.934278818,4.640306464,4.801235685,5.262472127,6.322823099,4.908905554,5.563431387,5.839161726,5.135036267,4.618003356,4.234556622,3.735849245,3.932869833,3.861236859,6.243632755,7.016444661,7.138442802,7.74946888,6.168976587,5.9040044,6.270674406,10.46973578,9.671042509,9.835534057,9.901584805,9.01062419,9.59371956,9.526001129,9.490635336,9.165276054,9.633788329,9.246691393,8.869705096,8.774597662,9.11498221,9.391010597,8.414737026,8.124409132,7.682460338,7.112263705,7.424792627,6.917205465,6.681176806,7.516576093,8.014047553,8.483204639,7.625755954,7.473406569,7.567788495,7.398878745,7.330979715,7.390245688,7.639453478,7.145871908
Republic of the Congo,COG,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.379732224,8.431380784,7.491673141,6.33191619,4.774649014,5.518019144,4.851348983,5.624228471,9.644565183,8.653424468,8.636875569,6.860816065,8.346456693,8.937166645,7.895414735,7.985791343,7.75683049,8.132929369,6.701546511,5.458434757,6.955916877,5.4647071,3.47655398,4.51105795,5.320917858,6.024214982,4.980047235,6.413569524,6.195278882,6.468566486,5.596268705,6.776695437,5.312176872,5.242004896,4.257282114,5.920856148,5.99121253,7.903723169,10.61295918,11.02414024,7.55983831,8.059074256,0,0,6.844768155
Sao Tome and Principe,STP,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.058436954,7.734854451,6.942293843,6.022161039,5.379316999,5.292399729,5.154060845,6.588541695,9.131514495,8.483134781,8.332510119,7.381573237,7.272282044,6.466462106,6.368955711,7.016253581,7.496042118,6.551260343,5.913906746,5.678035283,5.508827009,6.798705863
Papua New Guinea,PNG,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,5.464953944,5.792299808,5.675640361,5.663058926,6.729922723,8.096111165,8.426498284,7.693492491,9.703816352,9.322552412,9.50178561,9.909588389,9.410016007,10.14235706,10.98661503,10.91539495,9.963845586,9.420867092,9.283625122,11.06148997,8.968854431,9.571222543,9.242249586,8.444453576,7.654195975,8.014915977,8.933433411,9.19543477,9.255984417,8.240637956,7.166334559,7.032309572,6.257131826,6.531211556,6.704802818,0,2.336502386,2.40800264,2.51303318,2.592141973,2.440339399,2.508862868,2.466265315,2.440516532,2.128229106,1.777109497,1.931402565,1.945336711,1.724264639,1.691022835,1.685225352,0,6.539307185
